DOI,PaperProjectID_run1,Title_run1,Classification_run1,AdjudicationNote_run1,VetoApplied_run1,NoveltyScore_run1,Uniqueness_run1,Tension_run1,Synthesis_run1,Coherence_run1,Confidence_run1,ControversyIndex_run1,Spread_run1,RawConsensus_run1,PaperProjectID_run2,Title_run2,Classification_run2,AdjudicationNote_run2,VetoApplied_run2,NoveltyScore_run2,Uniqueness_run2,Tension_run2,Synthesis_run2,Coherence_run2,Confidence_run2,ControversyIndex_run2,Spread_run2,RawConsensus_run2,delta_NoveltyScore,delta_Uniqueness,delta_Tension,delta_Synthesis,delta_Coherence,delta_Confidence,delta_ControversyIndex,delta_Spread,class_match,veto_match
10.1016/j.scitotenv.2025.179219,2923,"A systematic literature review of environmental assessments of citrus processing systems, with a focus on the drying phase",Incremental,VETO: Review Cap (Consensus),True,0.45,0.58,0.25,0.7275,0.9319000000000001,0.9676,0.3597,0.036000000000000004,0.49570000000000003,2923,"A systematic literature review of environmental assessments of citrus processing systems, with a focus on the drying phase",Incremental,VETO: Review Cap (Consensus),True,0.45,0.536,0.25,0.7275,0.9319000000000001,0.9779,0.24550000000000002,0.0245,0.4693,0.0,0.04399999999999993,0.0,0.0,0.0,0.010299999999999976,0.1142,0.011500000000000003,True,True
10.1088/2752-5295/add9ba,2924,A framework for testing tropical cyclone hazard models,Incremental,Consensus,False,0.5233,0.604,0.30000000000000004,0.7091000000000001,0.9382,0.9121,0.9772000000000001,0.09770000000000001,0.5233,2924,A framework for testing tropical cyclone hazard models,Incremental,Consensus,False,0.5281,0.612,0.30000000000000004,0.7091000000000001,0.9382,0.9507000000000001,0.5479,0.0548,0.5281,0.0048000000000000265,0.008000000000000007,0.0,0.0,0.0,0.03860000000000008,0.4293,0.04290000000000001,True,True
10.1371/journal.pntd.0012183,2925,Cardiac cystic echinococcosis—A systematic review and analysis of the literature,Incremental,VETO: Review Cap (Consensus),True,0.45,0.552,0.25,0.7102,0.9076000000000001,0.967,0.36660000000000004,0.0367,0.4772,2925,Cardiac cystic echinococcosis—A systematic review and analysis of the literature,Incremental,VETO: Review Cap (Consensus),True,0.45,0.5680000000000001,0.25,0.7102,0.9076000000000001,0.9559000000000001,0.49,0.049,0.4868,0.0,0.016000000000000014,0.0,0.0,0.0,0.011099999999999888,0.12339999999999995,0.012299999999999998,True,True
10.54097/7pmdgf47,2926,"The Correlation between the Risk of Cervical Cancer and the STK11 Genes rs12977689, rs60755851, and rs9282860",Incremental,Consensus,False,0.47840000000000005,0.53,0.30000000000000004,0.7036,0.9490000000000001,0.9540000000000001,0.5109,0.0511,0.47840000000000005,2926,"The Correlation between the Risk of Cervical Cancer and the STK11 Genes rs12977689, rs60755851, and rs9282860",Incremental,Consensus,False,0.4748,0.524,0.30000000000000004,0.7036,0.9490000000000001,0.9206000000000001,0.8827,0.0883,0.4748,0.0036000000000000476,0.006000000000000005,0.0,0.0,0.0,0.033399999999999985,0.3718,0.037200000000000004,True,True
10.20935/acadbiol7992,2927,Influence of visual cover on ramp climbing behavior in guinea pigs,Incremental,Consensus,False,0.4923,0.556,0.30000000000000004,0.6871,0.9410000000000001,0.9263,0.8192,0.0819,0.4923,2927,Influence of visual cover on ramp climbing behavior in guinea pigs,Incremental,Consensus,False,0.4923,0.556,0.30000000000000004,0.6871,0.9410000000000001,0.9345,0.7273000000000001,0.0727,0.4923,0.0,0.0,0.0,0.0,0.0,0.008199999999999985,0.09189999999999998,0.0092,True,True
10.1080/23311886.2024.2406297,2928,"From Islamic modernism to Islamic conservatism: the case of West Sumatra Provinces, Indonesia",Incremental,Consensus,False,0.5337000000000001,0.622,0.30000000000000004,0.7047,0.9432,0.9334,0.7399,0.074,0.5337000000000001,2928,"From Islamic modernism to Islamic conservatism: the case of West Sumatra Provinces, Indonesia",Incremental,Consensus,False,0.5325,0.62,0.30000000000000004,0.7047,0.9432,0.9775,0.2503,0.025,0.5325,0.0012000000000000899,0.0020000000000000018,0.0,0.0,0.0,0.04410000000000003,0.4896,0.048999999999999995,True,True
10.1016/j.wace.2024.100708,2929,Probabilistic analysis of drought impact on wheat yield and climate change implications,Incremental,Consensus,False,0.5418000000000001,0.632,0.30000000000000004,0.7263000000000001,0.9500000000000001,0.9342,0.7307,0.0731,0.5418000000000001,2929,Probabilistic analysis of drought impact on wheat yield and climate change implications,Incremental,Consensus,False,0.5346000000000001,0.62,0.30000000000000004,0.7263000000000001,0.9500000000000001,0.9461,0.5991000000000001,0.0599,0.5346000000000001,0.007199999999999984,0.01200000000000001,0.0,0.0,0.0,0.011900000000000022,0.13159999999999994,0.013199999999999996,True,True
10.4103/jfmpc.jfmpc_101_25,2930,Pre-conceptional anemia and iron deficiency in South Indian women: A community-based cross-sectional study,Incremental,Consensus,False,0.4591,0.504,0.30000000000000004,0.6668000000000001,0.9213,0.9576,0.4713,0.0471,0.4591,2930,Pre-conceptional anemia and iron deficiency in South Indian women: A community-based cross-sectional study,Incremental,Consensus,False,0.45430000000000004,0.496,0.30000000000000004,0.6668000000000001,0.9213,0.9516,0.5379,0.0538,0.45430000000000004,0.004799999999999971,0.008000000000000007,0.0,0.0,0.0,0.006000000000000005,0.06660000000000005,0.006699999999999998,True,True
10.3390/w15223979,2931,Method for Distinguishing Sargassum and Zostera in the Seto Inland Sea Using Sentinel-2 Data,Incremental,Consensus,False,0.5329,0.62,0.30000000000000004,0.7086,0.9321,0.9249,0.8342,0.0834,0.5329,2931,Method for Distinguishing Sargassum and Zostera in the Seto Inland Sea Using Sentinel-2 Data,Incremental,Consensus,False,0.5341,0.622,0.30000000000000004,0.7086,0.9321,0.9725,0.3058,0.030600000000000002,0.5341,0.0011999999999999789,0.0020000000000000018,0.0,0.0,0.0,0.047599999999999976,0.5284,0.0528,True,True
10.1039/d4sm01189a,2932,Precisely controlled colloids: a playground for path-wise non-equilibrium physics,Moderately Novel,Consensus,False,0.5763,0.642,0.4,0.711,0.8823000000000001,0.9273,0.8075,0.08070000000000001,0.5763,2932,Precisely controlled colloids: a playground for path-wise non-equilibrium physics,Moderately Novel,Consensus,False,0.5775,0.644,0.4,0.711,0.8823000000000001,0.9199,0.8903000000000001,0.089,0.5775,0.0011999999999999789,0.0020000000000000018,0.0,0.0,0.0,0.007399999999999962,0.0828000000000001,0.008299999999999988,True,True
10.3390/molecules29061310,2933,Synthesis and Bioactive Properties of the Novel Coloured Compound Obtained via the Laccase-Mediated Transformation of 5-Aminosalicylic Acid,Incremental,Consensus,False,0.5329,0.62,0.30000000000000004,0.7094,0.9389000000000001,0.9657,0.381,0.0381,0.5329,2933,Synthesis and Bioactive Properties of the Novel Coloured Compound Obtained via the Laccase-Mediated Transformation of 5-Aminosalicylic Acid,Incremental,Consensus,False,0.5329,0.62,0.30000000000000004,0.7094,0.9389000000000001,0.966,0.37720000000000004,0.037700000000000004,0.5329,0.0,0.0,0.0,0.0,0.0,0.00029999999999996696,0.00379999999999997,0.0003999999999999976,True,True
10.3390/pr12112308,2934,Comprehensive Study of Sustainable Pressurized Liquid Extractions to Obtain Bioavailable Antioxidant Phenolic Compounds from Grape Seed By-Products,Incremental,Consensus,False,0.5108,0.58,0.30000000000000004,0.728,0.9382,0.9219,0.8679,0.0868,0.5108,2934,Comprehensive Study of Sustainable Pressurized Liquid Extractions to Obtain Bioavailable Antioxidant Phenolic Compounds from Grape Seed By-Products,Incremental,Consensus,False,0.5204,0.596,0.30000000000000004,0.728,0.9382,0.9403,0.6633,0.0663,0.5204,0.009599999999999942,0.016000000000000014,0.0,0.0,0.0,0.018399999999999972,0.2046,0.020500000000000004,True,True
10.3390/fishes9020077,2935,Trace Metals Distribution in Tissues of 10 Different Shark Species from the Eastern Mediterranean Sea,Incremental,Consensus,False,0.5239,0.612,0.30000000000000004,0.6674,0.9351,0.9409000000000001,0.6571,0.06570000000000001,0.5239,2935,Trace Metals Distribution in Tissues of 10 Different Shark Species from the Eastern Mediterranean Sea,Incremental,Consensus,False,0.5287000000000001,0.62,0.30000000000000004,0.6674,0.9351,0.9416,0.6484,0.0648,0.5287000000000001,0.0048000000000000265,0.008000000000000007,0.0,0.0,0.0,0.0006999999999999229,0.008700000000000041,0.0009000000000000119,True,True
10.1063/5.0280234,2936,A compressive strength prediction model for precast recycled aggregate concrete based on machine learning,Incremental,Consensus,False,0.5199,0.592,0.30000000000000004,0.7474000000000001,0.9119,0.9482,0.5757,0.057600000000000005,0.5199,2936,A compressive strength prediction model for precast recycled aggregate concrete based on machine learning,Incremental,Consensus,False,0.5223,0.596,0.30000000000000004,0.7474000000000001,0.9119,0.9560000000000001,0.4888,0.0489,0.5223,0.0023999999999999577,0.0040000000000000036,0.0,0.0,0.0,0.007800000000000029,0.08689999999999998,0.008700000000000006,True,True
10.1002/ece3.71815,2937,Long‐Term Changes in the Winter Diet of Common Dolphins Reflects Ecological Shifts and Bycatch Dynamics in the Bay of Biscay,Incremental,Consensus,False,0.4802,0.532,0.30000000000000004,0.7095,0.9381,0.9246000000000001,0.8373,0.08370000000000001,0.4802,2937,Long‐Term Changes in the Winter Diet of Common Dolphins Reflects Ecological Shifts and Bycatch Dynamics in the Bay of Biscay,Incremental,Consensus,False,0.49460000000000004,0.556,0.30000000000000004,0.7095,0.9381,0.9465,0.5947,0.059500000000000004,0.49460000000000004,0.014400000000000024,0.02400000000000002,0.0,0.0,0.0,0.02189999999999992,0.24260000000000004,0.024200000000000006,True,True
10.26508/lsa.202302440,2938,Human CRB1 and CRB2 form homo- and heteromeric protein complexes in the retina,Moderately Novel,Consensus,False,0.5526,0.61,0.4,0.6656000000000001,0.9452,0.9579000000000001,0.46780000000000005,0.0468,0.5526,2938,Human CRB1 and CRB2 form homo- and heteromeric protein complexes in the retina,Moderately Novel,Consensus,False,0.5586,0.62,0.4,0.6656000000000001,0.9452,0.9831000000000001,0.18810000000000002,0.0188,0.5586,0.006000000000000005,0.010000000000000009,0.0,0.0,0.0,0.0252,0.27970000000000006,0.028,True,True
10.14814/phy2.70583,2939,Ketone body supplementation in keto‐adapted mice reveals metabolic adaptations and glycogen‐independent exercise capacity,Incremental,Consensus,False,0.5328,0.62,0.30000000000000004,0.7077,0.9468000000000001,0.9592,0.453,0.0453,0.5328,2939,Ketone body supplementation in keto‐adapted mice reveals metabolic adaptations and glycogen‐independent exercise capacity,Incremental,Consensus,False,0.5328,0.62,0.30000000000000004,0.7077,0.9468000000000001,0.9555,0.4948,0.0495,0.5328,0.0,0.0,0.0,0.0,0.0,0.0037000000000000366,0.041800000000000004,0.004200000000000002,True,True
10.1016/j.ijepes.2024.109802,2940,Automatic fast calculation and verification method for transformer overcurrent protection settings,Moderately Novel,Consensus,False,0.608,0.744,0.30000000000000004,0.7163,0.9380000000000001,0.9368000000000001,0.7020000000000001,0.0702,0.608,2940,Automatic fast calculation and verification method for transformer overcurrent protection settings,Moderately Novel,Consensus,False,0.5792,0.6960000000000001,0.30000000000000004,0.7163,0.9380000000000001,0.9378000000000001,0.6915,0.0692,0.5792,0.028799999999999937,0.04799999999999993,0.0,0.0,0.0,0.0010000000000000009,0.010500000000000065,0.0010000000000000009,True,True
10.1016/j.ijpharm.2025.125303,2941,Using density changes to monitor blending with magnesium stearate by terahertz time-domain spectroscopy,Incremental,Consensus,False,0.5337000000000001,0.618,0.30000000000000004,0.7286,0.9267000000000001,0.9764,0.2625,0.0263,0.5337000000000001,2941,Using density changes to monitor blending with magnesium stearate by terahertz time-domain spectroscopy,Incremental,Consensus,False,0.5337000000000001,0.618,0.30000000000000004,0.7286,0.9267000000000001,0.9403,0.6629,0.0663,0.5337000000000001,0.0,0.0,0.0,0.0,0.0,0.03610000000000002,0.40040000000000003,0.039999999999999994,True,True
10.3390/jcm13082398,2942,South American Validation of a Survey to Assess Eco-Anxiety in Adults (ECO-ANS-LATAM),Incremental,Consensus,False,0.4899,0.5700000000000001,0.25,0.7288,0.9215000000000001,0.9411,0.6539,0.0654,0.4899,2942,South American Validation of a Survey to Assess Eco-Anxiety in Adults (ECO-ANS-LATAM),Incremental,Socratic Panel,False,0.47190000000000004,0.54,0.25,0.7288,0.9215000000000001,0.8976000000000001,1.0,0.11380000000000001,0.47190000000000004,0.01799999999999996,0.030000000000000027,0.0,0.0,0.0,0.04349999999999998,0.34609999999999996,0.04840000000000001,True,True
10.1038/s41390-025-04193-9,2943,Early outcome-prediction with an automated EEG background trend in hypothermia-treated newborns with encephalopathy,Incremental,VETO: Review Cap (Consensus),True,0.45,0.742,0.4,0.6693,0.9168000000000001,0.9563,0.48560000000000003,0.048600000000000004,0.6321,2943,Early outcome-prediction with an automated EEG background trend in hypothermia-treated newborns with encephalopathy,Incremental,VETO: Review Cap (Consensus),True,0.45,0.748,0.4,0.6693,0.9168000000000001,0.9356000000000001,0.7157,0.0716,0.6357,0.0,0.006000000000000005,0.0,0.0,0.0,0.02069999999999994,0.23009999999999997,0.022999999999999993,True,True
10.1038/s41531-024-00708-z,2944,"Misfolded protein deposits in Parkinson’s disease and Parkinson’s disease-related cognitive impairment, a [11C]PBB3 study",Incremental,Consensus,False,0.526,0.612,0.30000000000000004,0.6878000000000001,0.9486,0.9595,0.45020000000000004,0.045,0.526,2944,"Misfolded protein deposits in Parkinson’s disease and Parkinson’s disease-related cognitive impairment, a [11C]PBB3 study",Incremental,Consensus,False,0.5212,0.604,0.30000000000000004,0.6878000000000001,0.9486,0.9393,0.6741,0.0674,0.5212,0.0048000000000000265,0.008000000000000007,0.0,0.0,0.0,0.020199999999999996,0.2239,0.022400000000000003,True,True
